70CSV  	
// AQ6370 OPTICAL SPECTRUM ANALYZER //                  
25
"CTRWL",1549.646000
"SPAN",  10.000000
"START WL",1544.646000
"STOP WL",1554.646000
"WLFREQ", 0
"REFL", -9.8
"LSCL",10.0
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",       2501
"SMPLINTVL",0.0040
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESPARM",12915
"FREQPARM",12915






"[TRACE DATA]"
1544.6460, -78.511
1544.6500, -74.114
1544.6540, -79.665
1544.6580,-210.000
1544.6620,-210.000
1544.6660, -79.821
1544.6700,-210.000
1544.6740, -85.730
1544.6780, -77.962
1544.6820,-210.000
1544.6860,-210.000
1544.6900, -74.366
1544.6940, -82.169
1544.6980, -81.442
1544.7020,-210.000
1544.7060, -79.745
1544.7100,-210.000
1544.7140, -78.003
1544.7180, -76.421
1544.7220,-210.000
1544.7260,-210.000
1544.7300, -76.364
1544.7340,-210.000
1544.7380, -79.936
1544.7420,-210.000
1544.7460, -79.592
1544.7500, -75.074
1544.7540,-210.000
1544.7580, -84.040
1544.7620, -78.155
1544.7660, -79.499
1544.7700, -76.847
1544.7740, -83.922
1544.7780,-210.000
1544.7820,-210.000
1544.7860, -76.852
1544.7900,-210.000
1544.7940, -86.035
1544.7980, -73.907
1544.8020, -78.372
1544.8060,-210.000
1544.8100, -76.370
1544.8140, -79.126
1544.8180, -79.412
1544.8220,-210.000
1544.8260, -89.451
1544.8300, -77.547
1544.8340, -84.198
1544.8380, -75.298
1544.8420, -80.753
1544.8460,-210.000
1544.8500, -78.775
1544.8540, -76.596
1544.8580, -81.560
1544.8620,-210.000
1544.8660,-210.000
1544.8700,-210.000
1544.8740, -74.815
1544.8780,-210.000
1544.8820, -93.304
1544.8860, -76.362
1544.8900, -83.474
1544.8940, -76.078
1544.8980, -82.741
1544.9020, -73.009
1544.9060,-210.000
1544.9100, -84.159
1544.9140, -78.018
1544.9180, -71.444
1544.9220,-210.000
1544.9260, -76.412
1544.9300, -78.829
1544.9340,-210.000
1544.9380, -79.841
1544.9420,-210.000
1544.9460,-210.000
1544.9500, -78.285
1544.9540,-210.000
1544.9580, -73.363
1544.9620,-210.000
1544.9660,-210.000
1544.9700, -80.217
1544.9740, -76.758
1544.9780,-210.000
1544.9820,-210.000
1544.9860, -78.589
1544.9900, -76.405
1544.9940,-210.000
1544.9980, -76.607
1545.0020, -78.380
1545.0060, -80.789
1545.0100,-210.000
1545.0140, -76.786
1545.0180,-210.000
1545.0220, -83.037
1545.0260,-210.000
1545.0300, -89.765
1545.0340, -74.882
1545.0380,-210.000
1545.0420, -73.951
1545.0460,-210.000
1545.0500,-210.000
1545.0540, -77.193
1545.0580, -76.026
1545.0620, -83.733
1545.0660, -75.990
1545.0700,-210.000
1545.0740, -80.699
1545.0780, -72.934
1545.0820,-210.000
1545.0860, -80.232
1545.0900,-210.000
1545.0940, -77.053
1545.0980, -80.144
1545.1020, -78.577
1545.1060,-210.000
1545.1100,-210.000
1545.1140, -77.191
1545.1180, -81.423
1545.1220,-210.000
1545.1260, -77.156
1545.1300,-210.000
1545.1340, -77.008
1545.1380, -75.697
1545.1420, -80.813
1545.1460, -76.252
1545.1500, -81.277
1545.1540, -73.124
1545.1580, -75.091
1545.1620, -79.268
1545.1660, -80.196
1545.1700, -75.738
1545.1740, -77.166
1545.1780, -73.826
1545.1820, -78.458
1545.1860, -87.834
1545.1900, -76.939
1545.1940, -77.231
1545.1980,-210.000
1545.2020, -77.601
1545.2060, -89.200
1545.2100, -74.751
1545.2140, -78.127
1545.2180,-210.000
1545.2220, -79.035
1545.2260,-210.000
1545.2300,-210.000
1545.2340,-210.000
1545.2380,-210.000
1545.2420, -74.677
1545.2460, -78.076
1545.2500, -77.090
1545.2540,-210.000
1545.2580,-210.000
1545.2620, -74.291
1545.2660, -78.754
1545.2700, -74.398
1545.2740, -81.830
1545.2780, -76.656
1545.2820, -78.332
1545.2860, -74.502
1545.2900,-210.000
1545.2940, -79.557
1545.2980, -73.244
1545.3020,-210.000
1545.3060, -99.329
1545.3100, -85.230
1545.3140, -81.874
1545.3180, -82.619
1545.3220, -79.981
1545.3260,-210.000
1545.3300, -81.063
1545.3340, -77.263
1545.3380, -76.694
1545.3420,-210.000
1545.3460, -77.197
1545.3500,-210.000
1545.3540, -72.613
1545.3580, -82.802
1545.3620,-210.000
1545.3660, -77.866
1545.3700,-108.310
1545.3740, -76.864
1545.3780,-210.000
1545.3820,-210.000
1545.3860, -79.039
1545.3900, -73.046
1545.3940, -79.561
1545.3980,-210.000
1545.4020, -77.924
1545.4060,-210.000
1545.4100, -80.645
1545.4140,-210.000
1545.4180, -79.308
1545.4220, -74.135
1545.4260,-210.000
1545.4300, -78.655
1545.4340, -76.957
1545.4380, -84.727
1545.4420, -75.233
1545.4460, -76.142
1545.4500, -83.283
1545.4540, -85.349
1545.4580, -75.648
1545.4620,-210.000
1545.4660, -81.191
1545.4700,-210.000
1545.4740, -78.074
1545.4780, -75.859
1545.4820, -79.227
1545.4860, -86.832
1545.4900, -84.226
1545.4940, -75.120
1545.4980,-210.000
1545.5020, -83.157
1545.5060,-210.000
1545.5100, -85.379
1545.5140, -78.766
1545.5180,-210.000
1545.5220, -75.246
1545.5260, -73.412
1545.5300,-210.000
1545.5340, -70.862
1545.5380,-210.000
1545.5420, -83.211
1545.5460, -73.863
1545.5500, -78.546
1545.5540,-210.000
1545.5580, -80.928
1545.5620, -76.994
1545.5660, -80.663
1545.5700, -80.393
1545.5740,-210.000
1545.5780, -79.053
1545.5820, -80.762
1545.5860, -87.530
1545.5900, -79.129
1545.5940,-210.000
1545.5980,-210.000
1545.6020, -86.628
1545.6060, -79.582
1545.6100, -91.810
1545.6140,-210.000
1545.6180, -74.110
1545.6220, -85.993
1545.6260, -78.383
1545.6300, -75.753
1545.6340, -75.892
1545.6380,-210.000
1545.6420,-210.000
1545.6460, -76.922
1545.6500, -73.095
1545.6540, -78.242
1545.6580, -87.012
1545.6620, -78.472
1545.6660,-210.000
1545.6700,-210.000
1545.6740, -82.356
1545.6780, -76.699
1545.6820, -77.287
1545.6860, -79.282
1545.6900, -79.377
1545.6940, -75.233
1545.6980, -81.290
1545.7020, -73.890
1545.7060, -83.425
1545.7100, -76.830
1545.7140,-210.000
1545.7180, -99.774
1545.7220, -76.002
1545.7260, -82.190
1545.7300, -75.162
1545.7340, -79.782
1545.7380, -76.024
1545.7420,-210.000
1545.7460,-210.000
1545.7500, -75.492
1545.7540,-210.000
1545.7580, -86.952
1545.7620, -78.028
1545.7660,-210.000
1545.7700, -83.826
1545.7740, -74.697
1545.7780, -82.676
1545.7820, -77.680
1545.7860,-210.000
1545.7900, -74.585
1545.7940, -83.999
1545.7980, -85.185
1545.8020, -80.819
1545.8060, -82.904
1545.8100, -76.406
1545.8140, -83.506
1545.8180, -73.631
1545.8220,-210.000
1545.8260, -82.331
1545.8300, -74.662
1545.8340, -78.639
1545.8380, -73.315
1545.8420, -79.193
1545.8460, -84.428
